사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2023-10,9호선,4114,국회의사당,385987,400094,59472,53784
2023-10,9호선,4115,여의도,740691,718885,53432,49560
2023-10,9호선,4116,샛강,158339,149821,32198,30696
2023-10,9호선,4117,노량진,689854,683840,94853,95188
2023-10,9호선,4118,노들,124378,105357,36081,33149
2023-10,9호선,4119,흑석(중앙대입구),224129,227001,60923,61071
2023-10,9호선,4120,동작(현충원),46759,39266,15535,13753
2023-10,9호선,4121,구반포,22059,22450,9517,9715
2023-10,9호선,4122,신반포,93881,94020,28752,29070
2023-10,9호선,4123,고속터미널,418617,576139,72463,85866
2023-10,9호선,4124,사평,89363,84858,24766,24791
2023-10,9호선,4125,신논현,841939,828551,56884,55335
2023-10,공항철도 1호선,4201,서울역,392440,346694,39139,35636
2023-10,공항철도 1호선,4202,공덕,72207,99287,9134,10800
2023-10,공항철도 1호선,4203,홍대입구,434608,428592,21049,18997
2023-10,공항철도 1호선,4204,디지털미디어시티,360386,339804,30360,28409
2023-10,공항철도 1호선,4206,마곡나루(서울식물원),281088,275507,19837,20190
2023-10,공항철도 1호선,4207,김포공항,300278,157973,25936,16050
2023-10,공항철도 1호선,4208,계양,347305,323039,40426,37797
2023-10,공항철도 1호선,4209,검암,181529,188054,20549,21329
2023-10,공항철도 1호선,4210,청라국제도시,195971,186157,16575,16397
2023-10,공항철도 1호선,4211,운서,240913,257748,33869,34623
2023-10,공항철도 1호선,4212,공항화물청사,50358,53569,10404,9997
2023-10,공항철도 1호선,4213,인천공항1터미널,390218,352972,41214,36789
2023-10,공항철도 1호선,4215,인천공항2터미널,188589,157648,18150,15536
2023-10,공항철도 1호선,4217,영종,101878,103666,24408,24465
2023-10,9호선2~3단계,4126,언주,277362,280689,33460,32764
2023-10,9호선2~3단계,4127,선정릉,243544,263017,28624,29312
2023-10,9호선2~3단계,4128,삼성중앙,177592,184801,27419,27083
2023-10,9호선2~3단계,4129,봉은사,539975,565044,59899,57420
2023-10,9호선2~3단계,4130,종합운동장,117266,117581,25005,22471
2023-10,9호선2~3단계,4131,삼전,173896,162060,41047,40316
2023-10,9호선2~3단계,4132,석촌고분,157030,152147,41877,42188
2023-10,9호선2~3단계,4133,석촌,234265,209856,43433,37987
2023-10,9호선2~3단계,4134,송파나루,126527,134827,30289,31334
2023-10,9호선2~3단계,4135,한성백제,74391,65141,19988,17442
2023-10,9호선2~3단계,4136,올림픽공원(한국체대),284823,316961,43012,43202
2023-10,9호선2~3단계,4137,둔촌오륜,26605,23922,7713,8333
2023-10,9호선2~3단계,4138,중앙보훈병원,249442,215776,85195,83161
2023-10,우이신설선,4701,북한산우이,75842,67500,43983,45008
2023-10,우이신설선,4702,솔밭공원,47600,41513,32646,34130
2023-10,우이신설선,4703,4.19민주묘지,74438,73172,42482,37462
2023-10,우이신설선,4704,가오리,74458,71353,55168,56099
2023-10,우이신설선,4705,화계,59690,52936,48879,49485
2023-10,우이신설선,4706,삼양,32004,31916,29373,32459
2023-10,우이신설선,4707,삼양사거리,38567,38031,39982,39479
2023-10,우이신설선,4708,솔샘,131083,118712,43726,45860
2023-10,우이신설선,4709,북한산보국문,147399,136000,48907,48088
2023-10,우이신설선,4710,정릉,98350,85228,51725,48221
2023-10,우이신설선,4711,성신여대입구(돈암),73079,86910,31990,30788
2023-10,우이신설선,4712,보문,31441,31631,16510,16023
2023-10,우이신설선,4713,신설동,35951,36154,34452,30297
2023-10,신림선,4401,샛강,63151,76714,15634,15399
2023-10,신림선,4402,대방,67939,49747,17966,14958
2023-10,신림선,4403,서울지방병무청,60237,64053,24382,26628
2023-10,신림선,4404,보라매,86154,79922,24683,21834
2023-10,신림선,4405,보라매공원,42807,47064,18031,19224
2023-10,신림선,4406,보라매병원,141145,148266,52155,51759
2023-10,신림선,4407,당곡,92962,89386,37123,36629
2023-10,신림선,4408,신림,33434,50723,16370,20132
2023-10,신림선,4409,서원,74245,61173,25058,24557
2023-10,신림선,4410,서울대벤처타운,210092,187443,67732,66469
2023-10,신림선,4411,관악산(서울대),66091,71265,40714,41245
